original_fullcell,frequency,tokens_parsed,chosen_main_token,canonical_plural
"['jars', 'jar; bottle; pharmaceutical container']",1,jars; jar; bottle; pharmaceutical container,jars,jars
"['jar, butter', 'butter jar', 'jars']",1,"jar, butter; butter jar; jars",jars,jars
"['jelly mold', 'jelly mold core', 'jelly mold core']",1,jelly mold; jelly mold core; jelly mold core,jelly mold core,jelly mold cores
['jesse ramsden (portrait print)'],1,jesse ramsden,jesse ramsden,jesse ramsdens
"['earrings', 'earrings, pair of', 'jewelry', 'earrings, pair of; female']",1,"earrings; earrings, pair of; jewelry; earrings, pair of; female",jewelry,jewelries
"['earrings', 'earrings, pair of', 'earrings, pair of; jewelry; accessories worn on the body; female', 'jewelry']",1,"earrings; earrings, pair of; earrings, pair of; jewelry; accessories worn on the body; female; jewelry",jewelry,jewelries
"['jewelry fragments', 'jewelry fragments; male']",1,jewelry fragments; jewelry fragments; male,jewelry fragments,jewelry fragments
['journals (accounts)'],1,journals,journals,journals
['jugs (vessels)'],13,jugs,jugs,jugs
['kettles (vessels)'],2,kettles,kettles,kettles
"['kit, obstetrical', 'obstetrical kit', 'kit, obstetrical; medicine', 'instrument set, obstetrical']",1,"kit, obstetrical; obstetrical kit; kit, obstetrical; medicine; instrument set, obstetrical","kit, obstetrical","kit, obstetricals"
['knife sharperner'],1,knife sharperner,knife sharperner,knife sharperners
['knives'],5,knives,knives,knives
['label'],1,label,label,labels
"['lace pillow, lace', 'lace pillow, lace, pattern', 'pillow, lace']",1,"lace pillow, lace; lace pillow, lace, pattern; pillow, lace","lace pillow, lace","lace pillow, laces"
"['lace, border, fragment']",2,"lace, border, fragment","lace, border, fragment","lace, border, fragments"
['lace (needlework)'],7,lace,lace,laces
"['lace, border', 'lace (needlework)']",5,"lace, border; lace",lace,laces
"['lace (needlework)', 'lace, border, fragment']",5,"lace; lace, border, fragment",lace,laces
"['lace (needlework)', 'lace, lappet']",3,"lace; lace, lappet",lace,laces
"['lace (needlework)', 'lace, flounce']",3,"lace; lace, flounce",lace,laces
"['lace (needlework)', 'lace, scarf']",1,"lace; lace, scarf",lace,laces
"['lace (needlework)', 'lace, lappets']",1,"lace; lace, lappets",lace,laces
"['lace (needlework)', 'lace, sample']",1,"lace; lace, sample",lace,laces
"['lace (needlework)', 'lace, trim']",1,"lace; lace, trim",lace,laces
"['lace, collar', 'lace (needlework)']",1,"lace, collar; lace",lace,laces
"['lace (needlework)', 'lace, fragment']",1,"lace; lace, fragment",lace,laces
"['lace (needlework)', 'lace, border fragment', 'lace, border, fragment']",1,"lace; lace, border fragment; lace, border, fragment",lace,laces
"['lace, cap back', 'lace (needlework)']",1,"lace, cap back; lace",lace,laces
"['cap, lace', 'lace (needlework)']",1,"cap, lace; lace",lace,laces
"['ladle, salting']",1,"ladle, salting","ladle, salting","ladle, saltings"
"['ladle, snuff']",1,"ladle, snuff","ladle, snuff","ladle, snufves"
['ladles'],24,ladles,ladles,ladles
"['flatware, set, part of', 'ladles']",1,"flatware, set, part of; ladles",ladles,ladles
"['lamp, hanging']",1,"lamp, hanging","lamp, hanging","lamp, hangings"
['lamps (lighting devices)'],1,lamps,lamps,lamps
"['lamps (lighting devices)', 'lighting devices', '<lamps by fuel>', 'lamp; lighting devices; whale oil']",1,lamps; lighting devices; <lamps by fuel>; lamp; lighting devices; whale oil,lamps,lamps
"['lamps (lighting devices)', 'oil lamps']",1,lamps; oil lamps,lamps,lamps
['lancet'],1,lancet,lancet,lancets
['land deed'],1,land deed,land deed,land deeds
"['langrage', 'langrage?; underwater']",1,langrage; langrage?; underwater,langrage,langrages
['lantern slide'],1,lantern slide,lantern slide,lantern slides
['lanterns (lighting devices)'],1,lanterns,lanterns,lanterns
"[""lathe, jeweler's"", 'lathes']",1,"lathe, jeweler's; lathes","lathe, jeweler's","lathe, jeweler's"
"['launcher, grenade', 'launcher, grenade; firearms; flintlock; 2.20 in; smooth bore; muzzle load; sa']",1,"launcher, grenade; launcher, grenade; firearms; flintlock; 2.20 in; smooth bore; muzzle load; sa","launcher, grenade","launcher, grenades"
['lectern'],1,lectern,lectern,lecterns
['ledger'],1,ledger,ledger,ledgers
"['legging, lower']",1,"legging, lower","legging, lower","legging, lowers"
"['letter or account', 'account', 'letter; letter or account; sheets (paper); manuscript']",1,letter or account; account; letter; letter or account; sheets ; manuscript,letter or account,letter or accounts
"['sheet, paper', 'broadsides (notices)', 'lithography', 'letterpress', 'shee, paper']",1,"sheet, paper; broadsides; lithography; letterpress; shee, paper",letterpress,letterpress
['level (wye)'],1,level,level,levels
['license plate'],3,license plate,license plate,license plates
"['lifter, pot']",2,"lifter, pot","lifter, pot","lifter, pots"
"['lighter; fire making apparatus', 'lighter']",1,lighter; fire making apparatus; lighter,lighter; fire making apparatus,lighter; fire making apparatuses
['lithographs'],7,lithographs,lithographs,lithographs
"['lock, well bucket']",1,"lock, well bucket","lock, well bucket","lock, well buckets"
['lottery tickets'],8,lottery tickets,lottery tickets,lottery tickets
"['maagazine cover', 'cartoon', 'magazine cover']",1,maagazine cover; cartoon; magazine cover,maagazine cover,maagazine covers
"['mace; edged weapons', 'maces']",1,mace; edged weapons; maces,mace; edged weapons,mace; edged weapons
"['machine tool, metalworking, lathe, pole', 'pole lathe']",1,"machine tool, metalworking, lathe, pole; pole lathe","machine tool, metalworking, lathe, pole","machine tool, metalworking, lathe, poles"
"['magnifying glasses', 'microscope, hand held, set']",1,"magnifying glasses; microscope, hand held, set",magnifying glasses,magnifying glasses
['mail processing equipment'],5,mail processing equipment,mail processing equipment,mail processing equipments
"['entire body', 'dresses (garments)', 'main garments']",2,entire body; dresses; main garments,main garments,dresses
"['vests (garments)', 'upper body', 'main garments']",1,vests; upper body; main garments,main garments,main garments
"['entire body', 'dresses (garments)', 'main garments', 'dress, 2 piece; entire body; main dress; female']",1,"entire body; dresses; main garments; dress, 2 piece; entire body; main dress; female",main garments,dresses
"['dress, 3 piece', 'entire body', 'dresses (garments)', 'main garments', 'dress, 3 piece; entire body; main dress; female']",1,"dress, 3 piece; entire body; dresses; main garments; dress, 3 piece; entire body; main dress; female",main garments,dresses
"['suits (main garments)', 'suit, 3 piece; entire body; main dress; male', 'suit, 3 piece', 'main garments']",1,"suits; suit, 3 piece; entire body; main dress; male; suit, 3 piece; main garments",main garments,dresses
"['suit, 2 piece; entire body; main dress; male', 'entire body', 'suits (main garments)', 'suit, 2 piece', 'main garments']",1,"suit, 2 piece; entire body; main dress; male; entire body; suits; suit, 2 piece; main garments",main garments,dresses
['mallets (tools)'],1,mallets,mallets,mallets
['mangle board'],6,mangle board,mangle board,mangle boards
['manuscripts'],4,manuscripts,manuscripts,manuscripts
"['manuscript; documents', 'manuscripts']",1,manuscript; documents; manuscripts,manuscripts,manuscripts
"['copybooks', 'pamphlet; manuscript', 'manuscripts']",1,copybooks; pamphlet; manuscript; manuscripts,manuscripts,manuscripts
['maps'],16,maps,maps,maps
"['graphic arts', 'maps']",3,graphic arts; maps,maps,maps
"['planisphere', 'maps']",1,planisphere; maps,maps,maps
"['archival materials', 'maps']",1,archival materials; maps,maps,maps
"['maps', 'map; maritime']",1,maps; map; maritime,maps,maps
"['masher, potato', 'potato masher; kitchen utensils']",1,"masher, potato; potato masher; kitchen utensils","masher, potato","masher, potatos"
"['masher, potato']",1,"masher, potato","masher, potato","masher, potatos"
['masticator'],1,masticator,masticator,masticators
"['match box; fire making apparatus', 'matchbox']",1,match box; fire making apparatus; matchbox,match box; fire making apparatus,match box; fire making apparatuses
['matchbook'],2,matchbook,matchbook,matchbooks
"['materials, construction']",1,"materials, construction","materials, construction","materials, constructions"
"['maul club', 'maul club; woodworking; striking & prizing tools; hand tools']",1,maul club; maul club; woodworking; striking & prizing tools; hand tools,maul club,maul clubs
"['mauls (striking tools)', 'maul; woodworking; striking & prizing tools; hand tools']",1,mauls; maul; woodworking; striking & prizing tools; hand tools,mauls,mauls
['measure'],24,measure,measure,measures
"['measure', 'measure, pint']",1,"measure; measure, pint",measure,measures
"['measure', 'measure, half pint']",1,"measure; measure, half pint",measure,measures
"['measure', 'measure, half gill']",1,"measure; measure, half gill",measure,measures
"['measure', 'measure, quarter gill']",1,"measure; measure, quarter gill",measure,measures
"['medal, political']",1,"medal, political","medal, political","medal, politicals"
"['medal; personal; commemorative', 'medallions (medals)']",1,medal; personal; commemorative; medallions,medal; personal; commemorative,medal; personal; commemoratives
['medalet'],1,medalet,medalet,medalets
['medallions (medals)'],2,medallions,medallions,medallions
['medals'],170,medals,medals,medals
"['medal; commemorative', 'medals']",17,medal; commemorative; medals,medals,medals
"['medal; presidential', 'medals']",11,medal; presidential; medals,medals,medals
"['medal; personal', 'medals']",10,medal; personal; medals,medals,medals
"['medal; personal; commemorative', 'medals']",10,medal; personal; commemorative; medals,medals,medals
"['medal; commemorative; personal', 'medals']",7,medal; commemorative; personal; medals,medals,medals
"['medals', 'tokens']",5,medals; tokens,medals,medals
"['galvano', 'medals', 'medal shell']",2,galvano; medals; medal shell,medals,medals
"['medal; presidential; indian peace', 'medals']",2,medal; presidential; indian peace; medals,medals,medals
"['medal; indian peace; presidential', 'medals']",2,medal; indian peace; presidential; medals,medals,medals
"['button', 'medals']",2,button; medals,medals,medals
"['medal; indian peace, washington; presidential', 'medals']",2,"medal; indian peace, washington; presidential; medals",medals,medals
"['medal; commemorative; personal; comitia americana', 'medals']",2,medal; commemorative; personal; comitia americana; medals,medals,medals
"['medal; indian peace, washington; indian peace medal', 'medals']",1,"medal; indian peace, washington; indian peace medal; medals",medals,medals
"['medal; personal; commemorative; comitia americana', 'medals']",1,medal; personal; commemorative; comitia americana; medals,medals,medals
"['medal; medalet; presidential', 'medalet', 'medals']",1,medal; medalet; presidential; medalet; medals,medals,medals
"['medal; commemorative; personal; trial', 'medals']",1,medal; commemorative; personal; trial; medals,medals,medals
"['tokens', 'medals']",1,tokens; medals,medals,medals
"['medicine chest; medicine case', 'medicine case', 'medicine chest']",1,medicine chest; medicine case; medicine case; medicine chest,medicine chest,medicine chests
"['medicine chest', 'medical chest']",1,medicine chest; medical chest,medicine chest,medicine chests
"['bandages, lint', 'medicine chest', 'medicine chest']",1,"bandages, lint; medicine chest; medicine chest",medicine chest,medicine chests
"['mess kit', 'camp chest', 'mess kit; camp chest; equipment, individual']",1,"mess kit; camp chest; mess kit; camp chest; equipment, individual",mess kit,mess kits
"['metallic tractors', ""tractors, perkins', batch of; medicine"", ""tractors, perkins', batch of""]",1,"metallic tractors; tractors, perkins', batch of; medicine; tractors, perkins', batch of",metallic tractors,metallic tractors
"['mezzotints (prints)', 'print, mezzotint']",5,"mezzotints; print, mezzotint",mezzotints,mezzotints
"['micrometer, bench', 'lathe, prototype model']",1,"micrometer, bench; lathe, prototype model","micrometer, bench","micrometer, benches"
['microscopes'],6,microscopes,microscopes,microscopes
"['milestone, philadelphia pittsburgh']",1,"milestone, philadelphia pittsburgh","milestone, philadelphia pittsburgh","milestone, philadelphia pittsburghs"
['mills (equipment)'],1,mills,mills,mills
"['mirror frame, part of', 'frame, mirror, part of']",1,"mirror frame, part of; frame, mirror, part of","mirror frame, part of","mirror frame, part oves"
['mirrors'],9,mirrors,mirrors,mirrors
"['mirror; furniture', 'mirrors']",5,mirror; furniture; mirrors,mirrors,mirrors
"['mitten; clothing; early 19th century', 'mittens (handwear)']",1,mitten; clothing; early 19th century; mittens,mitten; clothing; early 19th century,mitten; clothing; early 19th centuries
"['mitts, pair of; handwear; accessories worn on the body; female', 'mitts, pair of']",1,"mitts, pair of; handwear; accessories worn on the body; female; mitts, pair of","mitts, pair of; handwear; accessories worn on the body; female","mitts, pair of; handwear; accessories worn on the body; females"
