canonical_type,suggested_canonical,changed_flag,object_types_list,objectType,physicalDescription
figures,figures,False,['Figures (representations)'],"{""Object Name"": ""figure""}","{""Physical Description"": ""paint (overall material)\nwood (overall material)"", ""Measurements"": ""overall: 19 in; x 48.26 cm""}"
"figurine, groups","figurine, groups",False,"['figurine, group']","{""Object Name"": ""figurine, group""}","{""Measurements"": ""overall: 7 5/8 in x 8 11/16 in x 5 11/16 in; 19.3675 cm x 22.0345 cm x 14.4145 cm""}"
figurines,figurines,False,['Figurines'],"{""Object Name"": ""figurine""}","{""Physical Description"": ""blue (overall color)\npolychrome (overall surface decoration color name)\nceramic, porcelain, hard-paste (overall material)"", ""Measurements"": ""overall: 7 3/4 in; 19.685 cm\noverall: 7 13/16 in x 4 in x 4 1/8 in; 19.84375 cm x 10.16 cm x 10.4775 cm""}"
"finial, altar screens","finial, altar screens",False,"['Finial, Altar Screen']","{""Object Name"": ""Finial, Altar Screen""}","{""Physical Description"": ""wood, cedar (overall material)\ngesso (overall material)\npaint, tempera (overall material)\nroman catholicism (overall single or multi-hued)\nspanish colonial (overall style)\ncarved and polychromed (overall production method/technique)"", ""Measurements"": ""average spatial: 17 in x 7 in x 3 in; 43.18 cm x 17.78 cm x 7.62 cm""}"
fire hats,fire hats,False,['Fire hats'],"{""Object Name"": ""helmet, fire""}","{""Physical Description"": ""leather (overall material)"", ""Measurements"": ""overall: 13 1/2 in x 13 in x 6 in; 34.29 cm x 33.02 cm x 15.24 cm""}"
fire marks,fire marks,False,['fire mark'],"{""Object Name"": ""fire mark""}","{""Physical Description"": ""wood (overall material)\nlead (overall material)"", ""Measurements"": ""overall: 15 1/4 in x 11 in; 38.735 cm x 27.94 cm""}"
fire steel; fire making apparatuses,fire steel,True,"['Fire-Steel; Fire Making Apparatus', 'firesteel']","{""Object Name"": ""firesteel"", ""Other Terms"": ""Fire-Steel; Fire Making Apparatus""}","{""Physical Description"": ""iron, wrought (overall material)"", ""Measurements"": ""overall: 3/8 in x 3 1/8 in x 1 1/8 in; .9525 cm x 7.9375 cm x 2.8575 cm""}"
firebacks,firebacks,False,['Fireback'],"{""Object Name"": ""Fireback""}","{""Physical Description"": ""metal, iron (overall material)"", ""Measurements"": ""overall: 25 in x 25 in x 1 in; 63.5 cm x 63.5 cm x 2.54 cm\noverall: 40 in x 38 in x 29 in; 101.6 cm x 96.52 cm x 73.66 cm""}"
firesteels,firesteels,False,['firesteel'],"{""Object Name"": ""firesteel""}","{""Physical Description"": ""iron, wrought (overall material)"", ""Measurements"": ""overall: 3/8 in x 3 1/8 in x 1 5/8 in; .9525 cm x 7.9375 cm x 4.1275 cm""}"
"flag, fragment oves","flag, fragment oves",False,"['Flag, Fragment of', 'Flag, Fragment of; Military; Army; Rgt, 9 Virginia Continental']","{""Object Name"": ""Flag, Fragment of"", ""Other Terms"": ""Flag, Fragment of; Military; Army; Rgt, 9 Virginia Continental""}","{""Physical Description"": ""red (overall color)\ncotton (overall material)\nwool (overall material)"", ""Measurements"": ""overall: 5 in x 3 in; 12.7 cm x 7.62 cm""}"
"flag, revolutionary wars","flag, revolutionary wars",False,"['Flag, Revolutionary War']","{""Object Name"": ""Flag, Revolutionary War""}",
flagons,flagons,False,['flagon'],"{""Object Name"": ""flagon""}","{""Physical Description"": ""pewter (overall material)"", ""Measurements"": ""overall: 12 1/2 in x 9 3/4 in x 4 3/4 in; 31.75 cm x 24.765 cm x 12.065 cm""}"
flags,flags,False,['Flags'],"{""Object Name"": ""Flag""}","{""Measurements"": ""overall: 2 1/2 ft x 4 ft; .762 m x 1.2192 m\noverall (folded): 15 in x 16 in x 1 in; 38.1 cm x 40.64 cm x 2.54 cm""}"
flails,flails,False,['Flails (weapons)'],"{""Object Name"": ""Flail""}",
flasks,flasks,False,['Flasks (bottles)'],"{""Object Name"": ""flask""}","{""Physical Description"": ""glass (overall material)"", ""Measurements"": ""overall: 11 1/2 in x 4 in; 29.21 cm x 10.16 cm""}"
flatwares,flatwares,False,"['Flatware', 'Keys (hardware)']","{""Object Name"": ""key"", ""Object Type"": ""flatware""}","{""Physical Description"": ""metal, brass (overall material)"", ""Measurements"": ""overall: 1/8 in x 1 1/8 in x 5/8 in; .3175 cm x 2.8575 cm x 1.5875 cm""}"
fliers,fliers,False,['fliers (printed matter)'],"{""Object Name"": ""Flyer""}",
flowerpots,flowerpots,False,['flowerpot'],"{""Object Name"": ""flowerpot""}","{""Physical Description"": ""ceramic, earthenware, coarse (overall material)"", ""Measurements"": ""overall: 6 1/8 in x 6 5/8 in; 15.5575 cm x 16.8275 cm\noverall: 6 1/4 in; 15.875 cm""}"
flutes,flutes,False,['Flutes (aerophones)'],"{""Object Name"": ""flute""}","{""Physical Description"": ""boxwood (overall material)\nivory (overall material)\nbrass (overall material)"", ""Measurements"": ""overall: 24 1/8 in x 1 5/8 in; 61.2775 cm x 4.1275 cm""}"
food warmers,food warmers,False,"['food warmer', 'infant feeder']","{""Object Name"": ""food warmer\ninfant feeder""}","{""Physical Description"": ""ceramic (overall material)"", ""Measurements"": ""bowl: 1 3/8 in x 3 1/2 in; 3.4925 cm x 8.89 cm\noverall, all pices, as stored: 7 1/2 in x 19 in x 11 1/2 in; 19.05 cm x 48.26 cm x 29.21 cm\noverall: 11 in x 8 in x 5 3/4 in; 27.94 cm x 20.32 cm x 14.605 cm""}"
"fork, hearths",forks,True,"['fork, hearth']","{""Object Name"": ""fork, hearth""}","{""Physical Description"": ""iron, wrought (overall material)"", ""Measurements"": ""overall: 1 5/8 in x 28 5/8 in x 2 1/4 in; 4.1275 cm x 72.7075 cm x 5.715 cm""}"
forks,forks,False,['Forks (flatware)'],"{""Object Name"": ""fork""}","{""Physical Description"": ""iron, wrought (overall material)"", ""Measurements"": ""overall: 1 in x 20 in x 2 1/4 in; 2.54 cm x 50.8 cm x 5.715 cm""}"
"fragment, pans","fragment, pans",False,"['fragment, pan']","{""Object Name"": ""fragment, pan""}","{""Physical Description"": ""ceramic (overall material)"", ""Measurements"": ""overall: 1/4 in x 2 in x 1 5/8 in; .635 cm x 5.08 cm x 4.1275 cm""}"
"fragment, pitchers","fragment, pitchers",False,"['fragment, pitcher']","{""Object Name"": ""fragment, pitcher""}","{""Physical Description"": ""ceramic (overall material)"", ""Measurements"": ""overall: 11/16 in x 2 3/8 in x 2 in; 1.74625 cm x 6.0325 cm x 5.08 cm""}"
"fragments, bottles","fragments, bottles",False,"['fragments, bottle']","{""Object Name"": ""fragments, bottle""}","{""Physical Description"": ""glass (fragments material)"", ""Measurements"": ""overall, maximum: 1/4 in x 1 5/16 in x 1 1/8 in; .635 cm x 3.33375 cm x 2.8575 cm\noverall, minimum: 1/8 in x 1 1/16 in x 13/16 in; .3175 cm x 2.69875 cm x 2.06375 cm""}"
fragrances,fragrances,False,['fragrance'],"{""Object Name"": ""fragrance""}","{""Physical Description"": ""glass (container material)"", ""Measurements"": ""overall: 5 3/4 in x 3 1/2 in; 14.605 cm x 8.89 cm""}"
frakturs,frakturs,False,"['certificate, marriage', 'fraktur', 'Pen and Ink', 'Certificates', 'License, Marriage', 'certificate form, marriage']","{""Object Name"": ""certificate\nfraktur\nLicense, Marriage\ncertificate, marriage\ncertificate form, marriage"", ""Object Type"": ""Pen and Ink""}","{""Physical Description"": ""paper (overall material)\nink (overall material)"", ""Measurements"": ""overall: 33.5 cm x 40.7 cm; 13 3/16 in x 16 1/32 in""}"
"frame, butter molds","frame, butter molds",False,"['frame, butter mold']","{""Object Name"": ""frame, butter mold""}","{""Physical Description"": ""wood (overall material)\niron (nails material)"", ""Measurements"": ""average spatial: 7.2 cm x 9 cm x 16 cm; 2 13/16 in x 3 9/16 in x 6 5/16 in\noverall: 3 in x 6 5/16 in x 3 7/16 in; 7.62 cm x 16.03375 cm x 8.73125 cm""}"
"frame, mirror, parts oves","frame, mirror, parts oves",False,"['frame, mirror, parts of']","{""Object Name"": ""frame, mirror, parts of""}","{""Physical Description"": ""basswood (frame material)\nlinden (frame material)\npaint (glass panels material)\nglass (glass panels material)\nScots pine (frame support material)"", ""Measurements"": ""overall, frame: 1/2 in x 9 5/8 in x 4 3/8 in; 1.27 cm x 24.4475 cm x 11.1125 cm\noverall, frame parts, largest: 5/8 in x 13 in x 1 3/8 in; 1.5875 cm x 33.02 cm x 3.4925 cm""}"
franchises,franchises,False,['franchise'],"{""Object Name"": ""franchise""}","{""Physical Description"": ""paper (overall material)\nink (overall material)\nvelvet (overall material)\nwood (overall material)\nwax (overall material)\nparchment (overall material)"", ""Measurements"": ""overall, as stored: 1/8 in x 17 in x 13 7/8 in; .3175 cm x 43.18 cm x 35.2425 cm\nfranchise: 35.5 cm x 26.2 cm x 2.8 cm; 14 in x 10 5/16 in x 1 1/8 in\ncase for seal: 3.3 cm x 16.3 cm; 1 5/16 in x 6 7/16 in\nobject box: 5.5 cm x 49.3 cm x 37 13/16 in; 2 3/16 in x 19 7/16 in x 96.012 cm""}"
funnels,funnels,False,['Funnels'],"{""Object Name"": ""Funnel""}","{""Physical Description"": ""glass (overall material)"", ""Measurements"": ""overall: 31.3 cm x 11 cm; 12 5/16 in x 4 5/16 in""}"
"furniture, kilns","furniture, kilns",False,"['furniture, kiln']","{""Object Name"": ""furniture, kiln""}","{""Physical Description"": ""ceramic (overall material)"", ""Measurements"": ""overall: 1 3/4 in x 7 1/8 in x 6 7/8 in; 4.445 cm x 18.0975 cm x 17.4625 cm""}"
"gaiters, pair of; footwear; accessories worn on the body; males","gaiters, pair of",True,"['Gaiters, Pair of; Footwear; Accessories Worn on the Body; Male', 'Gaiters, Pair of']","{""Object Name"": ""Gaiters, Pair of"", ""Other Terms"": ""Gaiters, Pair of; Footwear; Accessories Worn on the Body; Male""}",
games,games,False,['Games'],"{""Object Name"": ""Game""}",
geography assignments,geography assignments,False,['geography assignment'],"{""Object Name"": ""geography assignment""}","{""Physical Description"": ""paper (overall material)\nink (overall material)\nhandwritten (overall production method/technique)"", ""Measurements"": ""overall, framed: 14 3/4 in x 18 in x 1 in; 37.465 cm x 45.72 cm x 2.54 cm\nassignment paper: 12 1/2 in x 15 1/4 in; 31.75 cm x 38.735 cm""}"
"glass, jellies","glass, jellies",False,"['Glass, Jelly']","{""Object Name"": ""Glass, Jelly""}","{""Physical Description"": ""\""colorless\"" (overall color)\nglass, transparent (overall material)\ncut (joint piece production method/technique)"", ""Measurements"": ""overall: 4 7/8 in x 2 1/2 in; 12.3825 cm x 6.35 cm""}"
"glass, sodas","glass, sodas",False,"['glass, soda']","{""Object Name"": ""glass, soda""}","{""Measurements"": ""overall: 4 3/4 in x 2 7/8 in; 12.065 cm x 7.3025 cm""}"
"globe, celestial, french, 18th cs","globe, celestial, french, 18th cs",False,"['Globe, Celestial, French, 18th C']","{""Object Name"": ""Globe, Celestial, French, 18th C""}","{""Physical Description"": ""wood (overall material)\nmetal, iron (overall material)"", ""Measurements"": ""average spatial: 81 cm; x 31 7/8 in""}"
gloves,gloves,False,"['Gloves, Pair of; Handwear; Accessories Worn on the Body; Male', 'Gloves']","{""Object Name"": ""Gloves, Pair of"", ""Other Terms"": ""Gloves, Pair of; Handwear; Accessories Worn on the Body; Male""}",
graphic arts,graphic arts,False,['Graphic arts'],"{""Type"": ""Graphic Arts-Print""}","{""Medium"": ""engraving on silk"", ""Dimensions"": ""plate: 11 1/8 x 7 1/2 in. (28.1 x 18.9 cm)""}"
graters,graters,False,"['Grater, Potato; Kitchen Utensils', 'Graters']","{""Object Name"": ""grater"", ""Other Terms"": ""Grater, Potato; Kitchen Utensils""}","{""Physical Description"": ""metal, iron (overall material)\nwood (overall material)"", ""Measurements"": ""overall: 4 in x 25 in x 5 5/8 in; 10.16 cm x 63.5 cm x 14.2875 cm""}"
"grenade; ammunition, artillery; hands",grenade,True,"['grenade; Ammunition, Artillery; Hand', 'Grenades']","{""Object Name"": ""grenade"", ""Other Terms"": ""grenade; Ammunition, Artillery; Hand""}","{""Physical Description"": ""iron (overall material)\nwood (overall material)"", ""Measurements"": ""overall: 4 1/2 in x 3 1/2 in x 3 1/2 in; 11.43 cm x 8.89 cm x 8.89 cm""}"
griddles,griddles,False,['Griddles'],"{""Object Name"": ""Griddle\ngriddle""}","{""Physical Description"": ""iron, cast (overall material)"", ""Measurements"": ""overall: 3 1/2 in x 23 1/8 in x 12 1/2 in; 8.89 cm x 58.7375 cm x 31.75 cm""}"
guitars,guitars,False,['Guitars'],"{""Object Name"": ""guitar""}","{""Measurements"": ""overall: 37 3/8 in x 12 1/2 in x 4 1/8 in; 94.9325 cm x 31.75 cm x 10.4775 cm""}"
gun; firearms; miquelet; .69 in; smooth bore; muzzle load; sa; ps,gun,True,"['Gun; Firearms; Miquelet; .69 In; Smooth Bore; Muzzle Load; Sa; P', 'Firearms', 'musket, miquelet lock']","{""Object Name"": ""Gun\nmusket, miquelet lock"", ""Object Type"": ""Gun"", ""Other Terms"": ""Gun; Firearms; Miquelet; .69 In; Smooth Bore; Muzzle Load; Sa; P""}","{""Measurements"": ""barrel: 62 1/2 in; 158.75 cm\noverall: 8 in x 77 1/2 in x 3 3/4 in; 20.32 cm x 196.85 cm x 9.525 cm""}"
hackles,hackles,False,['Hackle'],"{""Object Name"": ""Hackle""}","{""Measurements"": ""overall: 13 1/2 in; 34.29 cm""}"
hand pumpers,hand pumpers,False,"['hand pumper', 'model, hand pumper']","{""Object Name"": ""hand pumper\nmodel, hand pumper""}","{""Physical Description"": ""wood (overall material)\nmetal (overall material)"", ""Measurements"": ""overall: 14 in x 8 in x 9 in; 35.56 cm x 20.32 cm x 22.86 cm""}"
hand tools,hand tools,False,"['Plane; Carpenter/Joiner/Cabinetmaker; Woodworking; Planing Tools; Hand Tools', 'hand tools', 'Planes (tools)']","{""Object Name"": ""Plane"", ""Object Type"": ""hand tools"", ""Other Terms"": ""Plane; Carpenter/Joiner/Cabinetmaker; Woodworking; Planing Tools; Hand Tools""}","{""Physical Description"": ""metal, iron (overall material)\nmetal, steel (overall material)\nwood, beechwood (overall material)"", ""Measurements"": ""overall: 35.6 cm; x 14 in""}"
"handkerchief, printed, copperplates","handkerchief, printed, copperplates",False,"['Handkerchief, Printed, copperplate']","{""Object Name"": ""Handkerchief, Printed, copperplate""}","{""Physical Description"": ""cotton (overall material)"", ""Measurements"": ""overall: 22 1/2 in x 25 3/4 in; 57.15 cm x 65.405 cm""}"
handkerchiefs,handkerchiefs,False,"['Handkerchief; Accessories Carried; Female', 'Handkerchiefs']","{""Object Name"": ""Handkerchief"", ""Other Terms"": ""Handkerchief; Accessories Carried; Female""}","{""Measurements"": ""overall: 14 in x 14 in; 35.56 cm x 35.56 cm""}"
"handle, doors","handle, doors",False,"['handle, door', 'door hardware']","{""Object Name"": ""handle, door"", ""Object Type"": ""door hardware""}","{""Physical Description"": ""metal, iron (overall material)"", ""Measurements"": ""overall: 1 3/4 in x 10 1/8 in x 5 in; 4.445 cm x 25.7175 cm x 12.7 cm""}"
handles,handles,False,['Handles'],"{""Object Name"": ""handle""}","{""Physical Description"": ""ceramic, earthenware (overall material)\nmolded (overall production method/technique)"", ""Measurements"": ""overall: 2 in x 3 1/8 in; 5.08 cm x 7.9375 cm""}"
"hanger, pigeons","hanger, pigeons",False,"['hanger, pigeon']","{""Object Name"": ""hanger, pigeon""}","{""Physical Description"": ""iron (overall material)"", ""Measurements"": ""overall: 1 7/8 in x 13 1/4 in x 10 1/2 in; 4.7625 cm x 33.655 cm x 26.67 cm""}"
hanging balances,balances,True,['Hanging Balance (Beam)'],"{""Object Name"": ""Hanging Balance (Beam)""}",
"hanging, printeds","hanging, printeds",False,"['Hanging, Printed']","{""Object Name"": ""Hanging, Printed""}","{""Physical Description"": ""cotton (overall material)"", ""Measurements"": ""overall: 47 in x 72 1/2 in; 119.38 cm x 184.15 cm""}"
"harp, jaws","harp, jaws",False,"['harp, jaw', 'pattern tree']","{""Object Name"": ""harp, jaw\npattern tree""}","{""Physical Description"": ""brass (overall material)"", ""Measurements"": ""overall: 1 5/8 in x 13 1/2 in x 7 5/8 in; 4.1275 cm x 34.29 cm x 19.3675 cm""}"
harpoons,harpoons,False,['Harpoons'],"{""Object Name"": ""Harpoon""}","{""Physical Description"": ""wood (handle material)\niron (harpoon material)"", ""Measurements"": ""iron: 18 1/2 in; 46.99 cm\noverall: 87 1/8 in; 221.2975 cm""}"
harps,harps,False,['Harps (chordophones)'],"{""Object Name"": ""harp""}","{""Measurements"": ""overall: 63 in x 16 1/4 in x 28 1/2 in; 160.02 cm x 41.275 cm x 72.39 cm""}"
harpsichords,harpsichords,False,['harpsichord'],"{""Object Name"": ""harpsichord""}","{""Physical Description"": ""wood (overall material)\nmetal (overall material)"", ""Measurements"": ""overall: 36 3/4 in x 36 3/4 in x 87 1/4 in; 93.345 cm x 93.345 cm x 221.615 cm\noverall: 12 1/2 in x 36 1/2 in x 87 1/2 in; 31.75 cm x 92.71 cm x 222.25 cm""}"
harrows,harrows,False,['Harrows'],"{""Object Name"": ""Harrow""}","{""Measurements"": ""overall: 78 in x 72 in; 198.12 cm x 182.88 cm""}"
"hatchet, small hands",hats,True,"['hatchet, small hand']","{""Object Name"": ""hatchet, small hand""}","{""Physical Description"": ""iron (overall material)\nwood (part: handle material)"", ""Measurements"": ""overall: 16 1/2 in x 8 1/2 in; 41.91 cm x 21.59 cm""}"
hats,hats,False,['Hats'],"{""Object Name"": ""Hat""}","{""Physical Description"": ""white (overall color)\nred (overall color)\nplastic (overall material)\nfabric (overall material)\nblue (overall color)"", ""Measurements"": ""overall: 5 1/4 in x 8 in x 11 in; 13.335 cm x 20.32 cm x 27.94 cm""}"
highchairs,chairs,True,['highchair'],"{""Object Name"": ""highchair""}","{""Physical Description"": ""wood (frame material)\nsplint (seat material)"", ""Measurements"": ""overall: 38 7/8 in x 13 1/2 in x 12 1/2 in; 98.7425 cm x 34.29 cm x 31.75 cm""}"
"holder, cigars","holder, cigars",False,"['holder, cigar']","{""Object Name"": ""holder, cigar""}","{""Physical Description"": ""clay, meerschaum (shank; bowl material)\nresin, amber (stem material)"", ""Measurements"": ""overall, stem and bowl: 2 in x 3 5/8 in x 1 in; 5.08 cm x 9.2075 cm x 2.54 cm\noverall, mouthpiece: 1/2 in x 1 7/8 in x 3/8 in; 1.27 cm x 4.7625 cm x .9525 cm""}"
